utt_id,path,text,text_enhanced,spkid,start_s,end_s,problems
110622_A1204632702#17971#9005549695057935,110622/A1204632702#17971#9005549695057935.wav,MAI CA MỞ NHẠC MỸ TÂM,MAIKA MỞ NHẠC MỸ TÂM,110622,3.6057635135135135,5.285767664667233,
110622_A1204632702#17971#9005549680606169,110622/A1204632702#17971#9005549680606169.wav,KỂ CHUYỆN MA,KỂ CHUYỆN MA,110622,1.2724851787271143,2.776868134263296,
110622_A1204632702#17971#9005549098299628,110622/A1204632702#17971#9005549098299628.wav,MỞ NHẠC CHÀO BUỔI SÁNG, MỞ NHẠC CHÀO BUỔI SÁNG,110622,1.5304790758500435,3.0583881865736697,
110622_A1204632702#17971#9005549579641404,110622/A1204632702#17971#9005549579641404.wav,BẠN BAO NHIÊU TUỔI RỒI,BẠN BAO NHIÊU TUỔI RỒI,110622,1.29008206190061,3.35698071054926,
110622_A1204632702#17971#9005549693280502,110622/A1204632702#17971#9005549693280502.wav,KỂ CHUYỆN MA,KỂ CHUYỆN MA,110622,1.0551181342632954,2.1307817131647773,
110622_A1204632702#17971#9005549693602219,110622/A1204632702#17971#9005549693602219.wav,BẠN ĐƯỢC SẢN XUẤT Ở ĐÂU,BẠN ĐƯỢC SẢN XUẤT Ở ĐÂU,110622,1.74189527027027,3.332764930252833,
110622_A1204632702#17971#9005549676578605,110622/A1204632702#17971#9005549676578605.wav,TẬP MỚI,TẬP MỚI,110622,3.12,4.175255466434176,
110622_A1113604024#2782#9005548023965526,110622/A1113604024#2782#9005548023965526.wav,CHỈNH NHIỆT ĐỘ MÁY LẠNH PHÒNG BỐ MẸ THÀNH HAI MƯƠI BA ĐỘ,CHỈNH NHIỆT ĐỘ MÁY LẠNH PHÒNG BỐ MẸ THÀNH 23 ĐỘ,110622,1.3580426111595467,4.732724934612032,
110622_A1204632702#17971#9005549578312353,110622/A1204632702#17971#9005549578312353.wav,TẮT ÂM LƯỢNG,TẮT ÂM LƯỢNG,110622,1.2590250653879689,2.1439265475152576,
110622_A1204632702#17971#9005549317836031,110622/A1204632702#17971#9005549317836031.wav,KỂ CHUYỆN MA,KỂ CHUYỆN MA,110622,1.0165651700087184,1.7680056669572797,
110622_A1204632702#17971#9005549656783707,110622/A1204632702#17971#9005549656783707.wav,MỞ ĐÀI ÉP EM,MỞ ĐÀI FM,110622,1.533081081081081,2.630013513513513,
110622_A1204632702#17971#9005549312858653,110622/A1204632702#17971#9005549312858653.wav,MỞ BÀI,MỞ BÀI,110622,2.616575414123801,4.058209241499563,
110622_A1204632702#17971#9005548973417468,110622/A1204632702#17971#9005548973417468.wav,MỞ NHẠC COI,MỞ NHẠC COI,110622,1.3328454664341758,2.996440714908457,
110622_A1204632702#17971#9005549679530442,110622/A1204632702#17971#9005549679530442.wav,BẠN BAO NHIÊU TUỔI RỒI,BẠN BAO NHIÊU TUỔI RỒI,110622,2.858058195292066,5.259367698343505,
110622_A1204632702#17971#9005549318194371,110622/A1204632702#17971#9005549318194371.wav,KỂ CHUYỆN CƯỜI,KỂ CHUYỆN CƯỜI,110622,2.106515911072363,3.5328095030514364,
110622_A1204108835#2782#9005549141488685,110622/A1204108835#2782#9005549141488685.wav,CHỈNH ÂM LƯỢNG MỨC BẢY,CHỈNH ÂM LƯỢNG MỨC 7,110622,1.6145614646904969,3.5138029642545767,
110622_A1113604024#2782#9005548797683709,110622/A1113604024#2782#9005548797683709.wav,TẮT ĐÈN NGỦ,TẮT ĐÈN NGỦ,110622,1.1948003487358327,1.7737850915431548,
110622_A1113604024#2782#9005549276556391,110622/A1113604024#2782#9005549276556391.wav,TẮT MÁY LẠNH PHÒNG BỐ MẸ,TẮT MÁY LẠNH PHÒNG BỐ MẸ,110622,1.796549258936356,4.081354838709679,
110622_A1204108835#2782#9005549579790388,110622/A1204108835#2782#9005549579790388.wav,KỂ CHUYỆN CỔ TÍCH,KỂ CHUYỆN CỔ TÍCH,110622,1.4546772013949432,2.549551656495205,
110622_A1203071361#17970#9005549874713085,110622/A1203071361#17970#9005549874713085.wav,TẮT NHẠC,TẮT NHẠC,110622,1.2,2.017110287707062,
110622_A1203071361#17970#9005550125236340,110622/A1203071361#17970#9005550125236340.wav,GIẢM NĂM MƯƠI PHẦN TRĂM ÂM LƯỢNG,GIẢM 50% ÂM LƯỢNG,110622,1.200484088927637,2.910596338273757,
110622_A1203071361#17970#9005548061538776,110622/A1203071361#17970#9005548061538776.wav,MỞ NHẠC KHÁC HAY HƠN ĐI,MỞ NHẠC KHÁC HAY HƠN ĐI,110622,1.7130149302528337,3.922855274629468,
110622_A1203071361#17970#9005550394757281,110622/A1203071361#17970#9005550394757281.wav,TẮT NHẠC MỞ NHẠC ĐI,TẮ NHẠC MỞ NHẠC ĐI,110622,2.08,5.307863993025283,
110622_A1203071361#17970#9005550198862031,110622/A1203071361#17970#9005550198862031.wav,TÔI TIẾP KHÁCH,TÔI TIẾP KHÁCH,110622,1.384635135135135,2.3077871621621626,
110622_A1203071361#17970#9005548061078548,110622/A1203071361#17970#9005548061078548.wav,BẠN CÓ YÊU TÔI KHÔNG,BẠN CÓ YÊU TÔI KHÔNG,110622,1.244474498692241,3.0658687881429816,
110622_A1203071361#17970#9005548061220849,110622/A1203071361#17970#9005548061220849.wav,TẮT NHẠC ĐI,TẮT NHẠC ĐI,110622,1.7126242371403664,3.221674270707709,
110622_A1202595975#17964#9005548304779662,110622/A1202595975#17964#9005548304779662.wav,MỞ TIẾNG PHÁO,MỞ TIẾNG PHÁO,110622,1.2586190061028777,2.5108546207497824,
110622_A1202595975#17964#9005549561089059,110622/A1202595975#17964#9005549561089059.wav,MỞ TIẾNG MƯA RƠI,MỞ TIẾNG MƯA RƠI,110622,1.4588219267654752,2.768299912816042,
110622_A1202595975#17964#9005548530016139,110622/A1202595975#17964#9005548530016139.wav,ALO,ALO,110622,0.5191926765475153,1.1830350915431564,
110622_A1202595975#17964#9005549603062304,110622/A1202595975#17964#9005549603062304.wav,TẮT NHẠC ĐI,TẮT NHẠC ĐI,110622,1.2983173496076723,2.001133827375764,
110622_A1203344893#17962#9005548547049257,110622/A1203344893#17962#9005548547049257.wav,MỞ NHẠC,MỞ NHẠC,110622,1.5713747820401045,2.567209833134308,
110622_A1203344893#17962#9005548583074960,110622/A1203344893#17962#9005548583074960.wav,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,110622,1.5911089799476898,5.074557105492589,
110622_A1203344893#17962#9005548534521764,110622/A1203344893#17962#9005548534521764.wav,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,110622,1.08,4.696993352223191,
110622_A1203344893#17962#9005548313793271,110622/A1203344893#17962#9005548313793271.wav,ĐỪNG CÓ MỞ NHẠC LÊN NỮA,ĐỪNG CÓ MỞ NHẠC LÊN NỮA,110622,1.6289069311246729,3.6004005013077585,
110622_A1203344893#17962#9005549144193901,110622/A1203344893#17962#9005549144193901.wav,TẮT NHẠC,TẮT NHẠC,110622,1.1745335658238885,1.8519965126416744,
110622_A1203344893#17962#9005547936138266,110622/A1203344893#17962#9005547936138266.wav,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,110622,1.2545019616390582,4.189469703574542,
110622_A1203344893#17962#9005550346786015,110622/A1203344893#17962#9005550346786015.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,1.4442217741935486,2.510273757628596,
110622_A1203344893#17962#9005549748248051,110622/A1203344893#17962#9005549748248051.wav,BẬT TI VI CA MÊ RA,BẬT TIVI CAMERA,110622,0.9863557105492587,2.2832746294681776,
110622_A1203344893#17962#9005549828957588,110622/A1203344893#17962#9005549828957588.wav,MỞ NHẠC,MỞ NHẠC,110622,2.325951394943331,3.412860287707062,
110622_A1203344893#17962#9005549945312075,110622/A1203344893#17962#9005549945312075.wav,BẬT TI VI CA MÊ RA,BẬT TIVI CAMERA,110622,1.266239428945074,2.659859960767218,
110622_A1203344893#17962#9005547936332065,110622/A1203344893#17962#9005547936332065.wav,BẬT TI VI CA MÊ RA,BẬT TIVI CAMERA,110622,1.3281767654751528,3.93870422842197,
110622_A1203344893#17962#9005550014050924,110622/A1203344893#17962#9005550014050924.wav,NHẠC THIẾU NHI,NHẠC THIẾU NHI,110622,1.467396251089799,2.641520597210113,
110622_A1203344893#17962#9005548315558789,110622/A1203344893#17962#9005548315558789.wav,PHÁT BÀI CA NHẠC THIẾU NHI TIẾP ĐI,PHÁT BÀI CA NHẠC THIẾU NHI TIẾP ĐI,110622,1.2917805143853538,3.569681342632956,
110622_A1203344893#17962#9005547936163316,110622/A1203344893#17962#9005547936163316.wav,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,110622,1.3626689189189185,5.207804054054055,
110622_A1203344893#17962#9005548632874375,110622/A1203344893#17962#9005548632874375.wav,MỞ CHẠY VỀ KHÓC VỚI ANH,MỞ CHẠY VỀ KHÓC VỚI ANH,110622,1.71,4.386137750653879,
110622_A1203344893#17962#9005550013334265,110622/A1203344893#17962#9005550013334265.wav,MỞ NHẠC THIẾU NHI,MỞ NHẠC THIẾU NHI,110622,1.9244659982563213,3.305911072362687,
110622_A1203344893#17962#9005548581123055,110622/A1203344893#17962#9005548581123055.wav,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,MỞ BÀI HÁT CHẠY VỀ KHÓC VỚI ANH,110622,1.4061935483870958,3.919511769834351,
110622_A1203344893#17962#9005548533886722,110622/A1203344893#17962#9005548533886722.wav,MỞ BÀI HÁT ÁO CƯỚI,MỞ BÀI HÁT ÁO CƯỚI,110622,1.2781827593722754,3.3509470357454227,
110622_A1203242308#17958#9005548034636422,110622/A1203242308#17958#9005548034636422.wav,GIẢM NHIỆT ĐỘ SỐ HAI MƯƠI HAI ĐỘ XÊ,GIẢM NHIỆT ĐỘ SỐ 22 ĐỘ C,110622,1.1388522231909326,6.29,
110622_A1203242308#17958#9005548032446548,110622/A1203242308#17958#9005548032446548.wav,MÁY LẠNH,MÁY LẠNH,110622,0.1748561464690497,0.7838953792502179,
110622_A1203242308#17958#9005549245604414,110622/A1203242308#17958#9005549245604414.wav,BẬT MÁY LẠNH,BẬT MÁY LẠNH,110622,1.3634085658238886,2.8290840235396693,
110622_A1203242308#17958#9005548045779566,110622/A1203242308#17958#9005548045779566.wav,GIẢM MÁY LẠNH XUỐNG MƯỜI HAI HAI MƯƠI ĐỘ,GIẢM MÁY LẠNH XUỐNG 12 20 ĐỘ,110622,1.5824948779424588,6.353995749782039,
110622_A1203242308#17958#9005548034624537,110622/A1203242308#17958#9005548034624537.wav,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG HAI MƯƠI HAI ĐỘ XÊ,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG 22 ĐỘ C,110622,1.22,5.6,
110622_A1203242308#17958#9005549865543411,110622/A1203242308#17958#9005549865543411.wav,TẮT NHẠC,TẮT NHẠC,110622,1.95765235396687,2.940597428073234,
110622_A1203230605#17951#9005549841376296,110622/A1203230605#17951#9005549841376296.wav,HÁT NHẠC THIẾU NHI,HÁT NHẠC THIẾU NHI,110622,1.6113743461203145,3.26195012657202,
110622_A1203230605#17951#9005548310297677,110622/A1203230605#17951#9005548310297677.wav,CÓ KHÁCH,CÓ KHÁCH,110622,1.179213491717524,1.7606719703574545,
110622_A1203230605#17951#9005549948833734,110622/A1203230605#17951#9005549948833734.wav,THỜI TIẾT CHỦ NHẬT THẾ NÀO,THỜI TIẾT CHỦ NHẬT THẾ NÀO,110622,3.1267802964254567,4.9079815744146975,
110622_A1203230605#17951#9005550176312872,110622/A1203230605#17951#9005550176312872.wav,TẮT TRUYỆN MƯỜI,TẮT TRUYỆN 10,110622,1.240997493461203,2.2283983217088053,
110622_A1203230605#17951#9005548640969849,110622/A1203230605#17951#9005548640969849.wav,MỞ NHẠC KHÁC ĐƯỢC KHÔNG,MỞ NHẠC KHÁC ĐƯỢC KHÔNG,110622,1.859814298169137,4.542114210985179,
110622_A1203230605#17951#9005548960756208,110622/A1203230605#17951#9005548960756208.wav,BẬT ĐÈN CHƯA,BẬT ĐÈN CHƯA,110622,1.3343014385353094,2.243076503923278,
110622_A1203230605#17951#9005548703135926,110622/A1203230605#17951#9005548703135926.wav,TẮT ĐÈN TÁM,TẮT ĐÈN 8,110622,1.5090998256320836,2.7745139494333046,
110622_A1203230605#17951#9005550177253371,110622/A1203230605#17951#9005550177253371.wav,NAY THÌN LÀM VIỆC THẬT NHIỀU,NAY THÌN LÀM VIỆC THẬT NHIỀU,110622,1.7343629032258068,3.731911290322581,
110622_A1113889590#17949#9005549743561610,110622/A1113889590#17949#9005549743561610.wav,TẮT NHẠC,TẮT NHẠC,110622,1.0289721011333917,2.0337619877942474,
110622_A1113889590#17949#9005549909398280,110622/A1113889590#17949#9005549909398280.wav,MỞ BÀI HÁT GIA ĐÌNH NHỎ HẠNH PHÚC TO,MỞ BÀI HÁT GIA ĐÌNH NHỎ HẠNH PHÚC TO,110622,1.4630199433304276,4.323247057541412,
110622_A1113889590#17949#9005548390256888,110622/A1113889590#17949#9005548390256888.wav,TẮT NHẠC,TẮT NHẠC,110622,1.36631037489102,2.360343504795118,
110622_A1113889590#17949#9005549495209658,110622/A1113889590#17949#9005549495209658.wav,TẮT NHẠC,TẮT NHẠC,110622,1.1677421534437664,2.111482672188319,
110622_A1113889590#17949#9005549488339387,110622/A1113889590#17949#9005549488339387.wav,TẮT NHẠC,TẮT NHẠC,110622,1.1379895379250218,2.5273513513513506,
110622_A1113889590#17949#9005548535684863,110622/A1113889590#17949#9005548535684863.wav,TẮT NHẠC,TẮT NHẠC,110622,1.7174609851787268,2.6498888404533565,
110622_A1113889590#17949#9005549582161755,110622/A1113889590#17949#9005549582161755.wav,MỞ BÀI HÁT SA LA LA LÀ LA,MỞ BÀI HÁT SA LA LA LÀ LA,110622,1.32,3.616706190061029,
110622_A1113889590#17949#9005550093048993,110622/A1113889590#17949#9005550093048993.wav,BẬT NHẠC QUANG DŨNG,BẬT NHẠC QUANG DŨNG,110622,1.17,2.30853727114211,
110622_A1113889590#17949#9005549499261836,110622/A1113889590#17949#9005549499261836.wav,MỞ BÀI HÁT SA LA LA LÀ LA,MỞ BÀI HÁT SA LA LA LÀ LA,110622,2.20825283347864,4.620848299912817,
110622_A1113889590#17949#9005549597734767,110622/A1113889590#17949#9005549597734767.wav,MỞ BÀI HÁT SA LA LA LÀ LA,MỞ BÀI HÁT SA LA LA LÀ LA,110622,0.9945161290322582,3.2442589363557115,
110622_A1113889590#17949#9005549696729252,110622/A1113889590#17949#9005549696729252.wav,MỞ BÀI HÁT SA LA LA LÀ LA,MỞ BÀI HÁT SA LA LA LÀ LA,110622,1.137130775937228,3.510250217959896,
110622_A1113889590#17949#9005549429049939,110622/A1113889590#17949#9005549429049939.wav,MỞ BÀI HÁT SA LA LA LÀ LA,MỞ BÀI HÁT SA LA LA LÀ LA,110622,1.3571558413251965,3.7520886006974727,
110622_A1113889590#17949#9005549604231614,110622/A1113889590#17949#9005549604231614.wav,MỞ BÀI HÁT GIA ĐÌNH NHỎ HẠNH PHÚC TO,MỞ BÀI HÁT GIA ĐÌNH NHỎ HẠNH PHÚC TO,110622,1.547765475152572,4.760169136878814,
110622_A1113889590#17949#9005548443004151,110622/A1113889590#17949#9005548443004151.wav,MỞ BÀI HÁT GIA ĐÌNH NHỎ HẠNH PHÚC TO,MỞ BÀI HÁT GIA ĐÌNH NHỎ HẠNH PHÚC TO,110622,2.0827659110723618,5.605805361813424,
110622_A1113889590#17949#9005549909201849,110622/A1113889590#17949#9005549909201849.wav,TẮT NHẠC,TẮT NHẠC,110622,1.1113927637314736,1.9563077593722755,
110622_A1203403153#17947#9005549188188609,110622/A1203403153#17947#9005549188188609.wav,BẬT QUẠT,BẬT QUẠT,110622,2.121690387968614,3.133849171752398,
110622_A1203403153#17947#9005550280919192,110622/A1203403153#17947#9005550280919192.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,1.523431560592851,2.3459692676547514,
110622_A1203403153#17947#9005549049042980,110622/A1203403153#17947#9005549049042980.wav,DANH SÁCH NHẠC THẾ HỆ TÁM X,DANH SÁCH NHẠC THẾ HỆ 8X,110622,1.8558150610287707,4.3398053618134265,
110622_A1203403153#17947#9005549257225276,110622/A1203403153#17947#9005549257225276.wav,MỞ TI VI,MỞ TIVI,110622,1.208409873583261,2.4238464472537053,
110622_A1203403153#17947#9005549223716791,110622/A1203403153#17947#9005549223716791.wav,NINH BÌNH NGÀY MAI CÓ MƯA KHÔNG,NINH BÌNH NGÀY MAI CÓ MƯA KHÔNG,110622,1.2569481255449004,3.859160054710215,
110622_A1204627352#17946#9005550361334240,110622/A1204627352#17946#9005550361334240.wav,HÃY HÁT BÀI BA THƯƠNG CON CHO EM BẢO VỚI NGOẠI NGHE,HÃY HÁT BÀI BA THƯƠNG CON CHO EM BẢO VỚI NGOẠI NGHE,110622,1.5183298656008326,5.054337821137014,
110622_A1204627352#17946#9005549913701715,110622/A1204627352#17946#9005549913701715.wav,LƯU BÀI ĐANG PHÁT VÀO DANH SÁCH NHÓM NHẠC YÊU THÍCH,LƯU BÀI ĐANG PHÁT VÀO DANH SÁCH NHÓM NHẠC YÊU THÍCH,110622,1.2,5.145382519616391,
110622_A1204627352#17946#9005548369032007,110622/A1204627352#17946#9005548369032007.wav,KỂ CHUYỆN CỔ TÍCH,KỂ CHUYỆN CỔ TÍCH,110622,1.4457005231037487,2.5727316913687885,
110622_A1204627352#17946#9005549275428278,110622/A1204627352#17946#9005549275428278.wav,ÂM LƯỢNG BẢY,ÂM LƯỢNG 7,110622,1.35,2.476413469921534,
110622_A1204627352#17946#9005548639235436,110622/A1204627352#17946#9005548639235436.wav,GIẢM LƯỢNG,GIẢM LƯỢNG,110622,0.4663548387096774,1.2369999999999997,
110622_A1204627352#17946#9005550378939252,110622/A1204627352#17946#9005550378939252.wav,MẤY GIỜ,MẤY GIỜ,110622,1.119938099389712,2.242645161290321,
110622_A1204627352#17946#9005548643514825,110622/A1204627352#17946#9005548643514825.wav,GIÁ VÀNG HÔM NAY THẾ NÀO,GIÁ VÀNG HÔM NAY THẾ NÀO,110622,1.7571246730601575,3.933181342632956,
110622_A1204627352#17946#9005550362697675,110622/A1204627352#17946#9005550362697675.wav,MAI CA HÃY  HÁT BÀI BÀ ƠI BÀ,MAIKA HÃY HÁT BÀI BÀ ƠI BÀ,110622,2.178936246730602,5.395290758500436,
110622_A1204627352#17946#9005549409155024,110622/A1204627352#17946#9005549409155024.wav,MẤY GIỜ,MẤY GIỜ,110622,1.3168962510897997,2.2290322580645165,
110622_A1204627352#17946#9005550051543882,110622/A1204627352#17946#9005550051543882.wav,NHẠC VIỆT,NHẠC VIỆT,110622,1.1605823888404536,1.84879860505667,
110622_A1204627352#17946#9005550354020616,110622/A1204627352#17946#9005550354020616.wav,LƯU BÀI NÀY LẠI,LƯU BÀI NÀY LẠI,110622,0.6639703574542284,2.4449459459459444,
110622_A1204627352#17946#9005548123102804,110622/A1204627352#17946#9005548123102804.wav,BÂY GIỜ LÀ MẤY GIỜ RỒI,BÂY GIỜ LÀ MẤY GIỜ RỒI,110622,0.0887445510026157,2.094629468177856,
110622_A1204627352#17946#9005550362225305,110622/A1204627352#17946#9005550362225305.wav,MAIKA MỞ BÀI BÀ ƠI BÀ CHÁU YÊU BÀ,MAIKA MỞ BÀI BÀ ƠI BÀ CHÁU YÊU BÀ,110622,1.1961357890148216,5.807749564080208,
110622_A1204627352#17946#9005550394374929,110622/A1204627352#17946#9005550394374929.wav,MỞ NHẠC HÁT MỞ NHẠC THIẾU NHI,MỞ NHẠC HÁT MỞ NHẠC THIẾU NHI,110622,2.28442545771578,4.984425457715777,
110622_A1204627352#17946#9005548324429934,110622/A1204627352#17946#9005548324429934.wav,ÂM LƯỢNG MỨC TÁM,ÂM LƯỢNG MỨC 8,110622,1.2329377724498691,3.2427231909328684,
110622_A1204627352#17946#9005548114762916,110622/A1204627352#17946#9005548114762916.wav,HÁT CẢI LƯƠNG ĐI,HÁT CẢI LƯƠNG ĐI,110622,1.5563158238884045,3.136711421098518,
110622_A1204627352#17946#9005550176315364,110622/A1204627352#17946#9005550176315364.wav,VỢ ANH CÓ THÔNG MINH KHÔNG,VỢ ANH CÓ THÔNG MINH KHÔNG,110622,1.2300810810810814,2.6913783783783787,
110622_A1204627352#17946#9005549438379829,110622/A1204627352#17946#9005549438379829.wav,BÂY GIỜ LÀ MẤY GIỜ,BÂY GIỜ LÀ MẤY GIỜ,110622,1.5434313426329562,3.2237795335658244,
110622_A1204627352#17946#9005548642697849,110622/A1204627352#17946#9005548642697849.wav,LƯU BÀI NÀY VÀO DANH SÁCH NHẠC YÊU THÍCH,LƯU BÀI NÀY VÀO DANH SÁCH NHẠC YÊU THÍCH,110622,1.0587140366172618,3.6869703574542263,
110622_A1204627352#17946#9005549484428315,110622/A1204627352#17946#9005549484428315.wav,MỞ NHẠC,MỞ NHẠC,110622,1.1785200523103747,2.3630672406277253,
110622_A1204627352#17946#9005549791442180,110622/A1204627352#17946#9005549791442180.wav,EM ĐẸP KHÔNG,EM ĐẸP KHÔNG,110622,1.3061363636363637,2.6831790865384617,
110622_A1204627352#17946#9005548324462664,110622/A1204627352#17946#9005548324462664.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,1.2601917613636362,2.3435170454545444,
110622_A1204627352#17946#9005549154328678,110622/A1204627352#17946#9005549154328678.wav,HÃY HÁT BÀI BA THƯƠNG CON,HÃY HÁT BÀI BA THƯƠNG CON,110622,1.6149874344405604,4.176373470279723,
110622_A1204627352#17946#9005550024463398,110622/A1204627352#17946#9005550024463398.wav,HÁT NHẠC THIẾU NHI,HÁT NHẠC THIẾU NHI,110622,2.2998986013986014,4.181226633679638,
110622_A1204627352#17946#9005549101740162,110622/A1204627352#17946#9005549101740162.wav,LƯU BÀI ĐANG PHÁT VÀO DANH SÁCH NHẠC YÊU THÍCH,LƯU BÀI ĐANG PHÁT VÀO DANH SÁCH NHẠC YÊU THÍCH,110622,0.9500380244755244,3.9830596590909098,
110622_A1204627352#17946#9005550362512397,110622/A1204627352#17946#9005550362512397.wav,HÃY HÁT BÀI BA THƯƠNG CON MAI CA,HÃY HÁT BÀI BA THƯƠNG CON MAIKA,110622,2.58973798076923,6.007415865384614,
110622_A1204627352#17946#9005549414706308,110622/A1204627352#17946#9005549414706308.wav,BÂY GIỜ LÀ MẤY GIỜ,BÂY GIỜ LÀ MẤY GIỜ,110622,1.2741905594405594,3.5091844405594417,
110622_A1204627352#17946#9005549918257178,110622/A1204627352#17946#9005549918257178.wav,MỞ NHẠC TÍCH TỐC MỚI NHẤT,MỞ NHẠC TIKTOK MỚI NHẤT,110622,1.1512893356643357,3.137115384615385,
110622_A1204627352#17946#9005549066764036,110622/A1204627352#17946#9005549066764036.wav,HÃY HÁT BÀI BA THƯƠNG CON,HÃY HÁT BÀI BA THƯƠNG CON,110622,1.395951923076923,4.462288461538461,
110622_A1204627352#17946#9005548325516176,110622/A1204627352#17946#9005548325516176.wav,MẤY GIỜ RỒI,MẤY GIỜ RỒI,110622,1.1394065777972024,2.1559904938811187,
110622_A1203190741#17945#9005549647953030,110622/A1203190741#17945#9005549647953030.wav,MỞ NHẠC BA LAT,MỞ NHẠC BALLARD,110622,1.15,3.2415903627622376,
110622_A1203190741#17945#9005550465687287,110622/A1203190741#17945#9005550465687287.wav,TẮT NHẠC,TẮT NHẠC,110622,0.7872412587412586,2.086232517482517,
110622_A1203190741#17945#9005549427393109,110622/A1203190741#17945#9005549427393109.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,0.98,1.8065961538461537,
110622_A1203190741#17945#9005548987741372,110622/A1203190741#17945#9005548987741372.wav,GIỜ MẤY GIỜ,GIỜ MẤY GIỜ,110622,1.146875327797203,2.0007353583916085,
110622_A1203190741#17945#9005549779967400,110622/A1203190741#17945#9005549779967400.wav,ĐỔI BÀI HÁT,ĐỔI BÀI HÁT,110622,1.215680397727273,1.9479972683566436,
110622_A1203190741#17945#9005549934497264,110622/A1203190741#17945#9005549934497264.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,0.8412482517482517,2.1659335664335666,
110622_A1203190741#17945#9005549529170744,110622/A1203190741#17945#9005549529170744.wav,TẮT NHẠC,TẮT NHẠC,110622,0.8879877622377621,1.6495146416083917,
110622_A1203190741#17945#9005549802673688,110622/A1203190741#17945#9005549802673688.wav,TẮT NHẠC,TẮT NHẠC,110622,1.3231316652097898,2.1543771853146843,
110622_A1203190741#17945#9005550045388912,110622/A1203190741#17945#9005550045388912.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,1.177867132867133,2.052408216783217,
110622_A1203190741#17945#9005548728906322,110622/A1203190741#17945#9005548728906322.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,0.78,1.6180823863636362,
110622_A1203190741#17945#9005549681553452,110622/A1203190741#17945#9005549681553452.wav,TẮT NHẠC,TẮT NHẠC,110622,1.1332960008741255,1.9141260926573425,
110622_A1203190741#17945#9005548173815684,110622/A1203190741#17945#9005548173815684.wav,GIẢM ÂM LƯỢNG,GIẢM ÂM LƯỢNG,110622,1.069742351398601,2.027039991258741,
110622_A1203190741#17945#9005548422003175,110622/A1203190741#17945#9005548422003175.wav,MỞ NHẠC,MỞ NHẠC,110622,1.81,2.509430179195804,
110622_A1203190741#17945#9005549323288027,110622/A1203190741#17945#9005549323288027.wav,MỞ NHẠC TRỊNH CÔNG SƠN,MỞ NHẠC TRỊNH CÔNG SƠN,110622,0.9514493006993008,2.4260629370629374,
110622_A1202610267#17944#9005549741600450,110622/A1202610267#17944#9005549741600450.wav,TẮT ĐÈN,TẮT ĐÈN,110622,1.484534527972028,2.478274694055945,
110622_A1203955219#17943#9005549177994452,110622/A1203955219#17943#9005549177994452.wav,MỞ NHẠC SƠN TÙNG EM TI BI,MỞ NHẠC SƠN TÙNG MTP,110622,1.8444361888111889,4.291890734265735,
110622_A1203955219#17943#9005548524068280,110622/A1203955219#17943#9005548524068280.wav,MỞ NHẠC DỄ NGỦ,MỞ NHẠC DỄ NGỦ,110622,1.32,2.85527972027972,
110622_A1203955219#17943#9005548316955940,110622/A1203955219#17943#9005548316955940.wav,TIẾNG MÈO KÊU,TIẾNG MÈO KÊU,110622,1.175588395979021,2.48213341346154,
110622_A1203955219#17943#9005549132566332,110622/A1203955219#17943#9005549132566332.wav,TỐI NAY CÓ MƯA KHÔNG,TỐI NAY CÓ MƯA KHÔNG,110622,1.6105653409090908,3.0947997159090903,
110622_A1203955219#17943#9005548921242672,110622/A1203955219#17943#9005548921242672.wav,TẮT MÁY LẠNH,TẮT MÁY LẠNH,110622,2.3473125000000006,3.866091346153847,
110622_A1203482777#17940#9005549790141728,110622/A1203482777#17940#9005549790141728.wav,THỜI TIẾT Ở CAM RANH,THỜI TIẾT Ở CAM RANH,110622,1.5690664335664333,4.033072552447552,
110622_A1203482777#17940#9005548958641503,110622/A1203482777#17940#9005548958641503.wav,KẾT NỐI LU TÚT,KẾT NỐI BLUETOOTH,110622,1.405043815559441,2.6849601180069937,
110622_A1203482777#17940#9005548672405443,110622/A1203482777#17940#9005548672405443.wav,CHÀO BUỔI TỐI,CHÀO BUỔI TỐI,110622,1.3967908653846153,2.399074519230769,
