,utt_id,path,text,text_enhanced,spkid,start_s,end_s,problems,duration,label
15152,A1112185420#5880#9005549946197997,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185420#5880#9005549946197997.wav,HAI CỘNG HAI BẰNG MẤY,2 + 2 BẰNG MẤY,110622,3.764662666666666,4.848499999999999,,4.8485,speech
15149,A1112185420#5880#9005549946220707,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185420#5880#9005549946220707.wav,TẮT NHẠC,TẮT NHẠC,110622,1.5145440000000003,2.1344000000000007,,4.086,speech
15147,A1112185420#5880#9005550047122617,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185420#5880#9005550047122617.wav,,,110622,1.4707805,2.191751333333334,,3.089875,speech
15071,A1112185910#5905#9005548107446164,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548107446164.wav,MỞ NHẠC,MỞ NHẠC,110622,1.2793253333333334,2.0254508442077226,,4.118,speech
15072,A1112185910#5905#9005548126499246,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548126499246.wav,GỌI TÔI DẬY ĐI HỌC LÚC MƯỜI BỐN GIỜ CHIỀU,GỌI TÔI DẬY ĐI HỌC LÚC 14 GIỜ CHIỀU,110622,1.1576433333333334,3.445462958831342,,5.10725,speech
15056,A1112185910#5905#9005548146364155,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548146364155.wav,BẬT BÀI HÁT HÊ RÔ ĐẠI CHIẾN,BẬT BÀI HÁT HERO ĐẠI CHIẾN,110622,2.16,5.874061276595745,,6.582,speech
15066,A1112185910#5905#9005548259838708,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548259838708.wav,MỞ BÀI GỬI,MỞ BÀI GỬI,110622,1.2473655,2.243243,,4.015125,speech
15096,A1112185910#5905#9005548259854817,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548259854817.wav,MỞ NHẠC,MỞ NHẠC,110622,1.15528,1.9164,,3.702,speech
15080,A1112185910#5905#9005548264819432,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548264819432.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.5135553333333334,2.329922666666667,,5.1365,speech
15103,A1112185910#5905#9005548264830862,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548264830862.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.328904333333333,2.1780846666666664,,5.652625,speech
15081,A1112185910#5905#9005548281223847,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548281223847.wav,NHẠC CẨM LY,NHẠC CẨM LY,110622,2.1659861666666664,3.166233546480744,,3.991375,speech
15030,A1112185910#5905#9005548287490176,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548287490176.wav,MỞ NHẠC,MỞ NHẠC,110622,1.325896,1.845073333333332,,3.18725,speech
15074,A1112185910#5905#9005548302358081,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548302358081.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.3627818333333332,2.2602372059476243,,4.209875,speech
15065,A1112185910#5905#9005548302699829,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548302699829.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.5230775000000003,2.276119,,3.409875,speech
15099,A1112185910#5905#9005548324067784,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548324067784.wav,MỞ NHẠC,MỞ NHẠC,110622,1.4060383333333335,1.9711666666666663,,3.89125,speech
15035,A1112185910#5905#9005548351812947,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548351812947.wav,TÊN BÀI HÁT ĐANG PHÁT LÀ GÌ,TÊN BÀI HÁT ĐANG PHÁT LÀ GÌ,110622,1.59735,3.422875848868176,,4.340625,speech
15052,A1112185910#5905#9005548408006015,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548408006015.wav,BẬT BÀI HÁT CHẠNH LÒNG THƯƠNG CÔ,BẬT BÀI HÁT CHẠNH LÒNG THƯƠNG CÔ,110622,1.9497626666666672,6.071109057471263,,6.838,speech
15110,A1112185910#5905#9005548408049894,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548408049894.wav,BẬT BÀI HÁT CHẠNH LÒNG THƯƠNG CÔ,BẬT BÀI HÁT CHẠNH LÒNG THƯƠNG CÔ,110622,1.6661733333333335,4.76424,,5.665,speech
15106,A1112185910#5905#9005548415314242,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548415314242.wav,MẤY GIỜ RỒI,MẤY GIỜ RỒI,110622,1.2414601666666667,2.137355666666666,,2.993875,speech
15077,A1112185910#5905#9005548438275979,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548438275979.wav,BẬT BÀI HÁT CHÁU XIN LỖI CHÚ,BẬT BÀI HÁT CHÁU XIN LỖI CHÚ,110622,1.3019926666666666,3.979833333333335,,6.0005,speech
15040,A1112185910#5905#9005548440729028,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548440729028.wav,LẶP LẠI BÀI HÁT NÀY NHIỀU LẦN,LẶP LẠI BÀI HÁT NÀY NHIỀU LẦN,110622,1.3855499999999998,3.25215,,5.041875,speech
15031,A1112185910#5905#9005548475468993,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548475468993.wav,MỞ NHẠC,MỞ NHẠC,110622,1.7714235,3.121936585106383,,4.244625,speech
15039,A1112185910#5905#9005548490042946,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548490042946.wav,MỞ NHẠC,MỞ NHẠC,110622,1.435744,2.0105466666666665,,3.094,speech
15045,A1112185910#5905#9005548490810692,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548490810692.wav,MỞ BÀI MÍT SINH IU,MỞ BÀI MISSING YOU,110622,1.3103620000000002,2.8966366666666663,,3.70475,speech
15078,A1112185910#5905#9005548558714813,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548558714813.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.488772,2.572318,,5.93925,speech
15036,A1112185910#5905#9005548568798454,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548568798454.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.5184536666666666,2.480458333333334,,3.988625,speech
15038,A1112185910#5905#9005548611820062,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548611820062.wav,MỞ BÀI TRƯỚC,MỞ BÀI TRƯỚC,110622,1.4848991666666669,2.597195833333333,,4.401875,speech
15028,A1112185910#5905#9005548668846123,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548668846123.wav,DỪNG,DỪNG,110622,1.1642508333333337,1.7354946666666664,,3.223375,speech
15093,A1112185910#5905#9005548692642837,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548692642837.wav,MỞ NHẠC MAI CA ƠI,MỞ NHẠC MAIKA ƠI,110622,1.6650173333333336,3.899833391766268,,3.9205,speech
15091,A1112185910#5905#9005548694949833,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548694949833.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.49,2.433992351925631,,4.564625,speech
15051,A1112185910#5905#9005548735070462,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548735070462.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.3661958333333333,2.3167625000000003,,4.721875,speech
15060,A1112185910#5905#9005548785234688,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548785234688.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.478092,2.156484166666667,,3.377875,speech
15098,A1112185910#5905#9005548788957805,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548788957805.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.1826223333333334,2.119375666666667,,3.249875,speech
15073,A1112185910#5905#9005548792178919,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548792178919.wav,MỞ BÀI TRƯỚC,MỞ BÀI TRƯỚC,110622,0.7988933995584986,1.637046666666666,,3.6325,speech
15107,A1112185910#5905#9005548793701588,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548793701588.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.32,2.2123133333333334,,4.881875,speech
15090,A1112185910#5905#9005548796099918,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548796099918.wav,MỞ NHẠC,MỞ NHẠC,110622,1.452776,2.130224,,4.758,speech
15059,A1112185910#5905#9005548797224008,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548797224008.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.331235,2.109174,,3.697875,speech
15062,A1112185910#5905#9005548867081175,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548867081175.wav,MỞ BÀI ĐÔI CHÂN TRẦN,MỞ BÀI ĐÔI CHÂN TRẦN,110622,1.317989,3.2861175,,4.916625,speech
15032,A1112185910#5905#9005548868002672,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548868002672.wav,HẢI THÀNH Ở ĐÂU,HẢI THÀNH Ở ĐÂU,110622,1.5206939999999998,2.832902,,3.82725,speech
15069,A1112185910#5905#9005548868315842,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548868315842.wav,MAI CA,MAIKA,110622,2.4697967179516,3.167979,,5.012625,speech
15037,A1112185910#5905#9005548886799100,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548886799100.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.2496025,2.062696666666667,,3.220625,speech
15102,A1112185910#5905#9005548903086723,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548903086723.wav,GỌI TÔI DẬY LÚC MƯỜI BỐN GIỜ HAI MƯƠI PHÚT,GỌI TÔI DẬY ĐI HỌC LÚC 14:20,110622,1.14,4.377246666666667,,6.77125,speech
15086,A1112185910#5905#9005548999490381,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005548999490381.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.4521216666666668,2.2852967565468263,,3.220625,speech
15089,A1112185910#5905#9005549004877044,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549004877044.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.3956250000000003,2.223333333333333,,4.53125,speech
15063,A1112185910#5905#9005549018321978,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549018321978.wav,MẤY GIỜ RỒI,MẤY GIỜ RỒI,110622,1.3504680000000002,2.19282,,4.01925,speech
15058,A1112185910#5905#9005549040817096,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549040817096.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.37,2.2774513754757164,,5.039125,speech
15084,A1112185910#5905#9005549076238746,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549076238746.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.7711844999999995,2.5123785,,3.505875,speech
15043,A1112185910#5905#9005549081310575,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549081310575.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.3796045,2.112602384154461,,3.223375,speech
15047,A1112185910#5905#9005549149817962,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549149817962.wav,NHẠC TRẺ SÔI ĐỘNG,NHẠC TRẺ SÔI ĐỘNG,110622,1.8750795,2.829876553706169,,3.633875,speech
15088,A1112185910#5905#9005549150100891,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549150100891.wav,NHẠC CỔ ĐIỂN,NHẠC CỔ ĐIỂN,110622,2.0207575,2.9486571666666666,,3.537875,speech
15079,A1112185910#5905#9005549166581859,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549166581859.wav,BẬT BÀI HÁT HÊ RÔ ĐẠI CHIẾN,BẬT BÀI HÁT HERO ĐẠI CHIẾN,110622,1.7100403333333336,5.3447152543160685,,6.225875,speech
15068,A1112185910#5905#9005549170248871,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549170248871.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.372088,2.140016666666666,,3.7285,speech
15087,A1112185910#5905#9005549174677565,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549174677565.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.19,1.932077666666666,,3.02725,speech
15100,A1112185910#5905#9005549190247884,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549190247884.wav,MỞ NHẠC,MỞ NHẠC,110622,1.2061875,1.7272158333333334,,4.020625,speech
15042,A1112185910#5905#9005549234101477,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549234101477.wav,NHẠC CẨM LIM,NHẠC CẨM LIM,110622,1.609214666666667,2.471334220372836,,3.633875,speech
15092,A1112185910#5905#9005549557946308,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549557946308.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.6354333333333333,2.550089557922769,,3.5045,speech
15049,A1112185910#5905#9005549561811484,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549561811484.wav,BẬT BÀI HÁT HÊ RÔ ĐẠI CHIẾN,BẬT BÀI HÁT HERO ĐẠI CHIẾN,110622,1.3939303333333333,3.828824249003984,,4.625875,speech
15109,A1112185910#5905#9005549562492942,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549562492942.wav,BẬT BÀI HÁT HÊ RÔ ĐẠI CHIẾN,BẬT BÀI HÁT HERO ĐẠI CHIẾN,110622,1.6950539999999998,5.266842,,5.9685,speech
15041,A1112185910#5905#9005549829378366,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549829378366.wav,BẬT BÀI HÁT HÊ RÔ ĐẠI CHIẾN,BẬT BÀI HÁT HERO ĐẠI CHIẾN,110622,1.36,4.01328540364208,,4.918,speech
15108,A1112185910#5905#9005549863328669,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549863328669.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.3268975,2.0319409232134933,,3.220625,speech
15050,A1112185910#5905#9005549867438021,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549867438021.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.540938,2.399256336884154,,3.37925,speech
15070,A1112185910#5905#9005549870360873,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549870360873.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.44,2.163235432090546,,3.313875,speech
15057,A1112185910#5905#9005549871331626,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549871331626.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.23,2.1173837659574466,,3.092625,speech
15053,A1112185910#5905#9005549875729306,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549875729306.wav,BẬT BÀI HÁT HÊ RÔ ĐẠI CHIẾN,BẬT BÀI HÁT HERO ĐẠI CHIẾN,110622,1.6043599999999998,4.6704,,5.43,speech
15064,A1112185910#5905#9005549906220460,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549906220460.wav,BẬT BÀI HÁT HÊ RÔ ĐẠI CHIẾN,BẬT BÀI HÁT HERO ĐẠI CHIẾN,110622,1.66,4.4647375,,5.521875,speech
15104,A1112185910#5905#9005549906581442,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549906581442.wav,BẬT BÀI HÁT HÊ RÔ ĐẠI CHIẾN,BẬT BÀI HÁT HERO ĐẠI CHIẾN,110622,1.62,4.891596666666668,,5.841875,speech
15085,A1112185910#5905#9005549909130134,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549909130134.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.1771114999999996,1.833866,,3.092625,speech
15101,A1112185910#5905#9005549947114315,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549947114315.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.5359315,2.2463215596981803,,3.316625,speech
15083,A1112185910#5905#9005549955745373,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549955745373.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.301526,1.93502,,3.5685,speech
15076,A1112185910#5905#9005549991105190,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005549991105190.wav,MỞ BÀI LÀM NGƯỜI LUÔN YÊU EM,MỞ BÀI LÀM NGƯỜI LUÔN YÊU EM,110622,1.5507738333333332,4.651848833333332,,5.844625,speech
15029,A1112185910#5905#9005550000938830,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550000938830.wav,BẬT BÀI HÁT THIẾU NHI LIÊN HOAN THẾ GIỚI,BẬT BÀI HÁT THIẾU NHI LIÊN HOAN THẾ GIỚI,110622,1.5219101666666666,4.882009785524567,,5.585875,speech
15044,A1112185910#5905#9005550000948497,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550000948497.wav,BẬT BÀI HÁT THIẾU NIÊN LIÊN HOAN THẾ GIỚI,BẬT BÀI HÁT THIẾU NIÊN LIÊN HOAN THẾ GIỚI,110622,1.5849185,5.076043500000001,,6.356625,speech
15097,A1112185910#5905#9005550001666098,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550001666098.wav,BẬT BÀI HÁT NẮM TAY SAY CẢ ĐỜI,BẬT BÀI HÁT NẮM TAY SAY CẢ ĐỜI,110622,1.6559253333333332,5.615146801597869,,7.0565,speech
15094,A1112185910#5905#9005550008428400,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550008428400.wav,MỞ NHẠC,MỞ NHẠC,110622,1.3608979999999995,2.077005,,3.313875,speech
15055,A1112185910#5905#9005550087218561,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550087218561.wav,MỞ BÀI LUNG LAY,MỞ BÀI LUNG LAY,110622,1.358035,3.2582766666666663,,7.380625,speech
15075,A1112185910#5905#9005550118699199,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550118699199.wav,MỞ BÀI LÀM NGƯỜI LUÔN YÊU EM,MỞ BÀI LÀM NGƯỜI LUÔN YÊU EM,110622,1.1653840000000002,3.160328,,4.182,speech
15105,A1112185910#5905#9005550170291435,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550170291435.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.239444,1.878938,,3.1845,speech
15034,A1112185910#5905#9005550177889440,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550177889440.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.1849473333333336,1.907443,,3.79525,speech
15054,A1112185910#5905#9005550209375207,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550209375207.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.1338724999999998,1.7510798333333333,,2.897875,speech
15095,A1112185910#5905#9005550255314859,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550255314859.wav,BẬT NHẠC CÔ THẮM KHÔNG VỀ,BẬT NHẠC CÔ THẮM KHÔNG VỀ,110622,1.71574,4.750434,,5.51775,speech
15033,A1112185910#5905#9005550286882871,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550286882871.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.511656,2.2245119999999994,,3.414,speech
15048,A1112185910#5905#9005550347035750,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550347035750.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.367943,2.0855359999999994,,4.40325,speech
15082,A1112185910#5905#9005550348325500,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550348325500.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,1.3916616666666668,2.355844047270306,,3.599125,speech
15067,A1112185910#5905#9005550351263749,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550351263749.wav,ĐỒNG Ý,ĐỒNG Ý,110622,0.4599585,1.2619744999999998,,2.804625,speech
15046,A1112185910#5905#9005550351540860,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550351540860.wav,MỞ NHẠC,MỞ NHẠC,110622,1.282687,1.9181662262693155,,3.028625,speech
15061,A1112185910#5905#9005550356516232,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112185910#5905#9005550356516232.wav,KỂ CHUYỆN,KỂ CHUYỆN,110622,2.2813675000000004,3.213711645583667,,4.401875,speech
9178,A1112186240#1660#9005548524719014,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112186240#1660#9005548524719014.wav,MỞ ĐÈN PHÒNG,MỞ ĐÈN PHÒNG,110622,1.4323180762081784,2.527567146840149,,3.335875,speech
9176,A1112186240#1660#9005549226918894,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112186240#1660#9005549226918894.wav,TIẾNG CON CÒ KÊU NỮA,TIẾNG CON CÒ KÊU NỮA,110622,2.114943308550186,4.090331718117627,,5.2435,speech
9172,A1112186240#1660#9005549302019286,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112186240#1660#9005549302019286.wav,ĐỒNG Ý,ĐỒNG Ý,110622,0.6056886617100372,1.1519730483271378,,2.2035,speech
9175,A1112186240#1660#9005549302149190,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112186240#1660#9005549302149190.wav,ĂN ÚT ĐẸP TRAI LÀ AI,ĂN ÚT ĐẸP TRAI LÀ AI,110622,3.253509526022305,5.111021114538351,,5.978125,speech
9171,A1112186240#1660#9005549739679751,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112186240#1660#9005549739679751.wav,TIẾNG VỖ TAY,TIẾNG VỖ TAY,110622,2.033667983271376,3.071086663568773,,3.866125,speech
9174,A1112186240#1660#9005550220369449,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112186240#1660#9005550220369449.wav,DỪNG NHẠC,DỪNG NHẠC,110622,1.824493494423792,2.6207309479553915,,3.38475,speech
9177,A1112186240#1660#9005550377569458,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112186240#1660#9005550377569458.wav,BẮT NHẠC THƯ GIÃN,BẮT NHẠC THƯ GIÃN,110622,1.4534386617100377,2.6274285548327145,,3.258125,speech
8331,A1112187087#12790#9005547967781458,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112187087#12790#9005547967781458.wav,ĐÓNG CỔNG,ĐÓNG CỔNG,110622,0.9203038964732648,2.09629593287827,,2.799125,speech
8218,A1112187087#12790#9005549139804003,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112187087#12790#9005549139804003.wav,TẮT ĐÈN PHÒNG KHÁCH,TẮT ĐÈN PHÒNG KHÁCH,110622,1.45,3.42,,3.7605,speech
8220,A1112187087#12790#9005549736053412,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112187087#12790#9005549736053412.wav,BẬT ĐIỆN ,BẬT ĐIỆN ,110622,1.505785267349261,3.018711830980455,,4.39775,speech
8219,A1112187087#12790#9005549736447710,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112187087#12790#9005549736447710.wav,MỞ ĐÈN PHÒNG KHÁCH,MỞ ĐÈN PHÒNG KHÁCH,110622,1.2892982081911262,2.973860210466439,,3.503125,speech
14880,A1112188121#5988#9005548551648248,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112188121#5988#9005548551648248.wav,BẬT TUÝP MỘT,BẬT TUÝP 1,110622,1.1662455,1.874613,,5.012625,speech
14881,A1112188121#5988#9005548981635153,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112188121#5988#9005548981635153.wav,MỞ NHẠC QUÊ HƯƠNG,MỞ NHẠC QUÊ HƯƠNG,110622,1.903989,2.9321845499334223,,4.11525,speech
15010,A1112191791#5906#9005548473920288,/content/drive/Shareddrives/vad/NeMo_data/OAD2204/VAD_OAD2204/A1112191791#5906#9005548473920288.wav,BÁO THỨC MƯỜI BA GIỜ MƯỜI TÁM PHÚT,BÁO THỨC 13:18,110622,1.9348096666666668,4.963564333333333,,6.780875,speech
